,author,content,probs
2417,jeor mormont,I want Maester Aemon to examine them first.,"[[0.03181857 0.03536256 0.02122966 0.03037347 0.03522701 0.0062956
  0.8396931 ]]"
2418,othell yarwyck,You heard him.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2419,ser alliser,"Lord Commander, Maester Aemon awaits you in his chambers. A raven from King's Landing.","[[0.0015205  0.00191265 0.00304012 0.01621339 0.0040793  0.00140658
  0.9718275 ]]"
2420,nights watch brother,"Come on, move 'em out.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2421,jeor mormont,"Bring me a horn of ale, Snow, and pour one for yourself.","[[0.00248463 0.00319697 0.00719109 0.0648082  0.00902468 0.00479855
  0.9084959 ]]"
2422,jon snow,Is there any word of my father?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2423,jeor mormont,Sit.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2424,jeor mormont,I hope you're not thinking of doing anything stupid.,"[[0.0488988  0.05660144 0.06425055 0.24512784 0.09472863 0.03837762
  0.45201507]]"
2425,jon snow,My sisters were in King's Landing too.,"[[0.04819599 0.05270617 0.0283497  0.03414109 0.04804132 0.00801929
  0.7805465 ]]"
2426,jeor mormont,I'm sure they'll be treated gently.,"[[0.36927792 0.3543364  0.0973217  0.00933983 0.1616731  0.00761049
  0.00044057]]"
2427,lord varys,"Your father has proved to be an awful traitor, dear.","[[0.00316308 0.0038654  0.00488847 0.01933245 0.0069059  0.0020495
  0.9597952 ]]"
2428,grand maester pycelle,King Robert's body was still warm when Lord Eddard began plotting to steal Joffrey's rightful throne.,"[[0.02698188 0.03278134 0.0693727  0.647963   0.09283825 0.0746354
  0.05542741]]"
2429,sansa stark,He wouldn't do that. He knows how much I love Joffrey.,"[[4.1078144e-01 3.7983447e-01 1.3030678e-01 4.0589188e-05 7.8967750e-02
  6.8904359e-05 8.0500946e-08]]"
2430,cersei lannister,"Sansa sweetling, you are innocent of any wrong.","[[0.03216086 0.03620712 0.02528734 0.04580452 0.04084598 0.00876728
  0.81092685]]"
2431,grand maester pycelle,A child born of a traitor's seed is no fit consort for our King.,"[[3.3251303e-01 3.3103982e-01 1.0627562e-01 1.7747663e-02 2.0362285e-01
  8.4692752e-03 3.3178317e-04]]"
2432,sansa stark,"No, I'm not.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2433,petyr baelish,"The girl is innocent, Your Grace.","[[0.00266954 0.00330864 0.00483565 0.02354144 0.00662627 0.00226017
  0.9567583 ]]"
2434,cersei lannister,"Little dove, you must write to Lady Catelyn and your brother, the eldest.","[[9.7513876e-05 1.5424089e-04 2.0842289e-03 1.6240361e-01 1.7040288e-03
  3.2900253e-03 8.3026636e-01]]"
2435,sansa stark,Robb.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2436,cersei lannister,"Word of your father's arrest will reach him soon, no doubt.","[[0.01969937 0.02284395 0.02093722 0.05706585 0.03206221 0.00878357
  0.8386078 ]]"
2437,sansa stark,"If...if I could see my father, talk to him about...","[[0.02331012 0.02626623 0.01749338 0.02938465 0.02847875 0.00550125
  0.8695656 ]]"
2438,cersei lannister,"You disappoint me, child.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2439,sansa stark,I only meant that...what will happen to him?,"[[0.03507294 0.03880896 0.0225428  0.03063618 0.03763877 0.00655996
  0.82874036]]"
2440,cersei lannister,That depends.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2441,sansa stark,On...on what?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2442,cersei lannister,On your brother. And on you.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2443,robb stark,Treason? Sansa wrote this?,"[[0.03914553 0.043116   0.02424228 0.03129121 0.04072774 0.00693923
  0.81453806]]"
2444,maester luwin,"It is your sister's hand, but the Queen's words.","[[0.04819599 0.05270617 0.0283497  0.03414109 0.04804132 0.00801929
  0.7805465 ]]"
2445,robb stark,"Joffrey puts my father in chains, now he wants his ass kissed?","[[0.00270828 0.00333227 0.00446051 0.01903858 0.00622265 0.00192493
  0.9623128 ]]"
2446,maester luwin,"This is a royal command, My Lord.","[[0.01997771 0.02265717 0.01587902 0.0287038  0.02558138 0.00512592
  0.8820751 ]]"
2447,robb stark,"I won't refuse. His Grace summons me to King's Landing, I'll go to King's Landing.","[[0.00128819 0.00182907 0.01448024 0.7607238  0.01399441 0.02945943
  0.17822486]]"
2448,robin arryn,I'm hungry.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2449,lysa arryn,"Hush now, darling. You just ate.","[[0.03840317 0.04232641 0.02389524 0.03104457 0.04011332 0.0068481
  0.8173692 ]]"
2450,catelyn stark,You will not support us then? Do I understand you correctly?,"[[0.06662512 0.07220158 0.03717231 0.04185254 0.06354201 0.01063851
  0.7079679 ]]"
2451,robin arryn,But I'm hungry!,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2452,lysa arryn,"Soon, love, soon.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2453,catelyn stark,That is what I ask.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2454,lysa arryn,"Go on, sweet. Time for your bath. I'll feed you after.","[[0.00740929 0.00875152 0.00845824 0.02352983 0.01269479 0.0031578
  0.93599856]]"
2455,catelyn stark,If you fear for the safety of your son...,"[[0.02269529 0.02560247 0.01720289 0.02927832 0.02795677 0.00543583
  0.8718285 ]]"
2456,lysa arryn,Of course I fear for the safety of my son!,"[[0.02197653 0.02482508 0.01685948 0.02913511 0.02733824 0.00535627
  0.8745093 ]]"
2457,catelyn stark,And that is why we have to stop them.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2458,lysa arryn,"The knights of the Vale will stay in the Vale where they belong, to protect their Lord.","[[0.01388631 0.01738674 0.04697971 0.6326727  0.05821671 0.05595098
  0.17490692]]"
2459,tyrion lannister,From here it might be best if Bronn and I continue alone.,"[[0.11580221 0.13101569 0.1388656  0.32169116 0.21535854 0.06303524
  0.01423154]]"
2460,shagga,Best for Tyrion son of Tywin. Not best for me.,"[[0.19911784 0.20881146 0.1129479  0.1319576  0.18961534 0.04555088
  0.1119991 ]]"
2461,tyrion lannister,"And feed it to the goats, yes.","[[0.03748359 0.0416273  0.02546531 0.03747004 0.04214397 0.00790246
  0.8079073 ]]"
2462,tyrion lannister,Uncle. Father.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2463,tywin lannister,The rumors of your demise were unfounded.,"[[0.11623303 0.1304418  0.13400276 0.3244964  0.20552325 0.06845213
  0.02085075]]"
2464,tyrion lannister,Sorry to disappoint you.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2465,tywin lannister,And who are these Companions of yours?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2466,tywin lannister,"This is Shagga Son of Dolf, Chieftain of the Stone Crows.","[[0.00203807 0.0025343  0.00367703 0.01740388 0.00503636 0.00163553
  0.96767485]]"
2467,bronn,You wouldn't know him.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2468,tyrion lannister,"May I present My Lord Father, Tywin son of Tytos of House Lannister.","[[0.31560114 0.31559935 0.10800144 0.03747754 0.19943042 0.02098671
  0.00290347]]"
2469,tywin lannister,You left us no choice. The honor of the House was at stake.,"[[0.11520652 0.12663706 0.12178302 0.32609946 0.18405585 0.07836811
  0.04784988]]"
2470,tyrion lannister,"We have our differences, Jaime and I.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2471,jaime lannister,He's been covering himself in glory.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2472,kevan lannister,"Jaime smashed the River Lords at the Golden Tooth, and now lays siege to Riverrun, Catelyn Stark's homeland.","[[3.4854099e-01 3.4373912e-01 1.3958393e-01 7.1739021e-04 1.6713798e-01
  2.8017114e-04 3.4426290e-07]]"
2473,tyrion lannister,And the Starks? Lord Eddard?,"[[0.04330237 0.04753082 0.02616125 0.03266123 0.04413447 0.007446
  0.7987638 ]]"
2474,tywin lannister,Is our hostage.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2475,tyrion lannister,How did my sweet sister persuade the King to imprison his dear friend Ned?,"[[0.09874041 0.11500825 0.13913795 0.3616433  0.21558079 0.05829564
  0.01159363]]"
2476,tywin lannister,Robert Baratheon is dead.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2477,tyrion lannister,"My sister rules, you mean.","[[0.2803687  0.28596687 0.12115687 0.06281808 0.21554224 0.02923075
  0.0049165 ]]"
2478,kevan lannister,Stark's son has called his banners.,"[[0.03225898 0.03587385 0.02174078 0.03154622 0.0360166  0.00652337
  0.83604026]]"
2479,tywin lannister,A green boy.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2480,tyrion lannister,Maybe. Though the boy does have a certain belligerence.,"[[0.01898729 0.02157924 0.01537832 0.02847117 0.02468894 0.00500689
  0.88588816]]"
2481,messenger,"If it please My Lord, Ser Addam bids me report that the Northmen have crossed the neck.","[[0.15725    0.17924564 0.161153   0.18716188 0.28248146 0.03054047
  0.00216758]]"
2482,tywin lannister,The wolf rushes into the lion's jaws.,"[[0.19381379 0.20913443 0.14375634 0.15968929 0.23850277 0.04671687
  0.00838659]]"
2483,kevan lannister,"At once, My Lord.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2484,tywin lannister,It is said that the men of the Mountain clans are great warriors.,"[[0.3320083  0.32172555 0.09539904 0.0371623  0.17675169 0.0250193
  0.01193387]]"
2485,shagga,Only if the half man fights with us.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2486,rodrik cassal,The scouts report Lord Tywin moves north.,"[[0.00129136 0.00174584 0.00632005 0.10340523 0.00706912 0.00558284
  0.8745856 ]]"
2487,greatjon umber,"No, we need to get around him and break Jaime Lannister's siege of Riverrun.","[[3.8099259e-01 3.6183703e-01 1.0937283e-01 2.4590038e-03 1.4317462e-01
  2.1273468e-03 3.6554953e-05]]"
2488,robb stark,To do either we need to cross the river and the only crossing is at The Twins.,"[[2.8891469e-04 3.9241652e-04 1.1607718e-03 1.3379343e-02 1.3412391e-03
  7.1223435e-04 9.8272508e-01]]"
2489,theon greyjoy,Lord Frey controls that bridge.,"[[0.02563917 0.02877009 0.01856743 0.02970779 0.03040261 0.00573603
  0.86117685]]"
2490,catelyn stark,"The late Lord Frey"" my father calls him.","[[0.01978735 0.02244989 0.01578363 0.02866137 0.02541051 0.00510389
  0.8828034 ]]"
2491,theon greyjoy,Robb's right.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2492,greatjon umber,So what's it gonna be? Do we move against Jaime or Lord Tywin?,"[[0.3454235  0.331989   0.09289448 0.02923589 0.1731935  0.02126117
  0.00600239]]"
2493,stark guard,"Your pardon, my lords.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2494,greatjon umber,"Don't worry, lad.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2495,robb stark,Where did you find him?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2496,stark guard,In the brush above the encampment.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2497,robb stark,How high did you get?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2498,lannister scout,"20,000. Maybe more.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2499,robb stark,"My father understands mercy, when there is room for it.","[[0.3768945  0.35954234 0.09428582 0.00832217 0.15276474 0.00763778
  0.0005526 ]]"
2500,catelyn stark,Robb.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2501,robb stark,"Tell Lord Tywin, Winter is coming for him.","[[0.01187533 0.01375998 0.01142727 0.02606799 0.01774686 0.0039961
  0.9151265 ]]"
2502,lannister scout,"Yes, My Lord. Thank you, My Lord.","[[0.01603086 0.01834666 0.01381659 0.02768137 0.02192955 0.00462649
  0.8975685 ]]"
2503,greatjon umber,"Are you touched, boy?! Letting him go?","[[0.03533169 0.03908231 0.02264504 0.03065493 0.03782752 0.00658023
  0.82787836]]"
2504,robb stark,You call me boy again.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2505,robb stark,Go on.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2506,greatjon umber,Oi.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2507,grand maester pycelle,"It is also the wish of His Grace, that his loyal servant Janos Slynt, Commander of the City Watch...","[[0.00880789 0.01078115 0.01620253 0.08757716 0.02240426 0.00929093
  0.8449361 ]]"
2508,sansa stark,Ser Aron.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2509,grand maester pycelle,Be at once raised to the rank of Lord.,"[[0.0327813  0.03638404 0.02162297 0.03045588 0.03594716 0.00637512
  0.83643353]]"
2510,sansa stark,Lord Gyles.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2511,grand maester pycelle,"And granted the ancient seat of Harrenhal, and that his sons and grandsons shall hold this honor after him, until the end of time.","[[0.05686532 0.06747689 0.10785311 0.51714426 0.1549619  0.07166965
  0.02402896]]"
2512,cersei lannister,Ser Barristan Selmy.,"[[0.1240071  0.13241869 0.06678418 0.07209406 0.11422785 0.02108698
  0.4693811 ]]"
2513,barristan selmy,"Your Grace, I am yours to command.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2514,cersei lannister,"Rise, Ser Barristan.","[[0.02521331 0.02831291 0.01837428 0.02965259 0.03005523 0.00569452
  0.8626971 ]]"
2515,barristan selmy,"Your Grace, the Kingsguard is a sworn brotherhood.","[[0.2884718  0.287286   0.1018136  0.06046837 0.18402179 0.03160291
  0.0463356 ]]"
2516,cersei lannister,"Whose death, Ser Barristan? Yours or your King's?","[[0.21711953 0.23026764 0.1384178  0.1290774  0.23268718 0.04367676
  0.00875371]]"
2517,king joffrey,You let my father die.,"[[0.18022262 0.1875471  0.07714748 0.05994404 0.13683565 0.02166558
  0.3366376 ]]"
2518,barristan selmy,Your Grace...,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2519,cersei lannister,The Council has determined that Ser Jaime Lannister will take your place as Lord Commander of the Kingsguard.,"[[0.14353728 0.15452936 0.09480693 0.13684466 0.15609275 0.03806578
  0.2761232 ]]"
2520,barristan selmy,The man who profaned his blade with the blood of the King he had sworn to defend!,"[[0.00144455 0.00196524 0.00769139 0.14097247 0.00849166 0.00737063
  0.8320641 ]]"
2521,cersei lannister,"Careful, Ser.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2522,lord varys,"We have nothing but gratitude for your long service, good Ser.","[[0.02328655 0.02769645 0.03646215 0.16962627 0.05200404 0.02171269
  0.66921186]]"
2523,barristan selmy,A hall to die in and men to bury me.,"[[0.02547621 0.03001907 0.03569727 0.14400731 0.05199353 0.01971454
  0.6930921 ]]"
2524,petyr baelish,"A naked Knight, apparently.","[[0.01516392 0.01774539 0.01735998 0.05131657 0.02617228 0.00739443
  0.86484736]]"
2525,barristan selmy,Even now I could cut through the five of you like carving a cake!,"[[0.00732669 0.0089589  0.01323224 0.06845436 0.01823676 0.00721963
  0.8765714 ]]"
2526,kings landing page,"If any man in this hall has other matters to set before His Grace, let him speak now or go forth and hold his silence.","[[0.02436184 0.02937987 0.04767529 0.302507   0.0653905  0.03510038
  0.49558508]]"
2527,sansa stark,Your Grace.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2528,king joffrey,"Come forward, My Lady.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2529,kings landing page,The Lady Sansa of House Stark.,"[[0.08969244 0.10031727 0.11320834 0.39531955 0.16661653 0.08231501
  0.05253079]]"
2530,cersei lannister,"Do you have some business for the King and the Council, Sansa?","[[0.00500714 0.00603304 0.00694693 0.02460261 0.01003828 0.00287565
  0.9444964 ]]"
2531,sansa stark,I do.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2532,sansa stark,"As it please Your Grace, I ask mercy for my father, Lord Eddard Stark, who was Hand of the King.","[[4.2781586e-04 5.6636514e-04 1.3345488e-03 1.1454631e-02 1.6259800e-03
  7.1735849e-04 9.8387331e-01]]"
2533,grand maester pycelle,Treason is a noxious weed.,"[[0.03914553 0.043116   0.02424228 0.03129121 0.04072774 0.00693923
  0.81453806]]"
2534,king joffrey,Let her speak.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2535,sansa stark,"Thank you, Your Grace.","[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2536,petyr baelish,Do you deny your father's crime?,"[[0.03541698 0.04050071 0.03516041 0.08922146 0.05451806 0.01531425
  0.7298681 ]]"
2537,sansa stark,"No, My Lords. I know he must be punished.","[[0.02823983 0.03155338 0.01971859 0.0300177  0.03247964 0.00598138
  0.85200953]]"
2538,king joffrey,He said I wasn't the King. Why did he say that?,"[[0.30379787 0.29957148 0.10102226 0.05363303 0.1834035  0.03048253
  0.02808936]]"
2539,sansa stark,He was badly hurt.,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2540,lord varys,A childo s faith Such sweet innocence.,"[[0.00246277 0.00306935 0.00473968 0.02489307 0.00641769 0.00229888
  0.9561186 ]]"
2541,grand maester pycelle,Treason is treason!,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
2542,king joffrey,Anything else?,"[[0.03768306 0.04156078 0.02355898 0.03081371 0.03951824 0.00676078
  0.82010454]]"
