,Tweet,clean tweets,emotion
876,@JamesPiotr I am working on a feature right now about the preponderance of awful owners who are at war with fans. So many to choose from.,jamespiotr working feature right preponderance awful owners war fans many choose,0
877,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes,wonder american city next protest police shootings whos next smh whenwillitstop angry howmanymoretimes,0
878,@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.,bobcescago sesmithesq ndidnt florida 2000 teach anything live palm beach county lived nightmare,0
879,@eMilsOnWheels I'm furious 😩😩😩,emilsonwheels im furious 😩😩😩,0
880,@metrotrains why is there no disabled access at pontefract monkhill? ,metrotrains disabled access pontefract monkhill,0
881,@KatzeAnilothei this amount of greedy mooching makes me snarl.,katzeanilothei amount greedy mooching makes snarl,0
882,"To'Why can't we brothers protect one another? No one's serious, and it makes me furious. Don't be misled, just think of Fred.' #mayfield",towhy cant brothers protect one another ones serious makes furious dont misled think fred mayfield,0
883,"@Pharah_Amari [Reyes snarled in frustrated anger, steel claws flexing dangerously. But she uttered those damning words, it seems to snap --",pharahamari reyes snarled frustrated anger steel claws flexing dangerously uttered damning words seems snap,0
884,@GaryLineker yet you and all the other English pundits are afraid to criticise him,garylineker yet english pundits afraid criticise,0
885,All Brian does is sleep and aggravate me,brian sleep aggravate,0
886,"@IndigoHawthorne Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical.",indigohawthorne u understand rage often pretty controlled rational often visceralnot always logical,0
887,@BBHOH #terrible Paul so deserved that win!!! #movie #ChildrenOfMen.\n\n#cages  #refugees,bbhoh terrible paul deserved win movie childrenofmennncages refugees,0
888,"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs",little nose irritation little chills body im flu flu flu fallsongs,0
889,"@Lexual__ @jdspielman10 RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?",lexual jdspielman10 rip 100s black men womenchildren killed chicago outrage,0
890,Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! #fuming,wont use using mothercareuk mothercarehelp guys cant get nothing right fuming,0
891,@inthefade going back to blissful ignorance?! ,inthefade going back blissful ignorance,0
892,As a photographer this portrait shooting mode on the iPhone 7 Plus is going to frustrate me ~75% of the time but delight ~25% of the time.,photographer porait shooting mode iphone 7 plus going frustrate 75 time delight 25 time,0
893,..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 #rage!!!!,wakes says tried changing nappy 😡👊🏼 rage,0
894,"smh customers getting angry at me bc i aint got no marlboro lights in the gas hut. i called them in 2 hours ago, fuck you.",smh customers getting angry bc aint got marlboro lights gas hut called 2 hours ago fuck,0
895,@trendykittykat Some people would rather hang on to their indignant anger. *weary sigh*,trendykittykat people would rather hang indignant anger weary sigh,0
896,@SueWallace78 peanut butter???? You some kinda pervert?? #awful,suewallace78 peanut butter kinda perve awful,0
897,@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time! #angry #notfair #whypay,fitnessfirstau something needs done people hogging machines nobody use 3 machines one time angry notfair whypay,0
898,I told myself i wouldn't talk about this but i need to bring it up. I'm slightly bitter about the tøp cover of cancer,told wouldnt talk need bring im slightly bitter tøp cover cancer,0
899,@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. #indignation,mikeburke91 ap guess heabreaking ease kill innocent man get away indignation,0
900,@jonfavs Don King is an insult to the intelligence of the Black Community.  What are these people thinking?,jonfavs king insult intelligence black community people thinking,0
901,Yo this 3 v 3 overtime in hockey got me sweaty damn this ish exhilarating,yo 3 v 3 oveime hockey got sweaty damn ish exhilarating,0
902,"@Yannarell @LOLGOP Despite your #outrage fatigue, don't lose your shine",yannarell lolgop despite outrage fatigue dont lose shine,0
903,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... #shocking",gahhbt queue 30 minutes put bt spo dept cancel back queue shocking,0
904,Losing the will 2 live with @virginmedia business bb gone down on hold for 23 minutes &amp; whoever picked up cut me off  #NoWorkForMe,losing 2 live virginmedia business bb gone hold 23 minutes amp whoever picked cut noworkforme,0
905,these confident bitches should scare you the most,confident bitches scare,0
906,"He called me fat, so I pushed him into the lockers then he threaten to sue me' 😂",called fat pushed lockers threaten sue 😂,0
907,Life izn't about pleasing each others...😕\n\n #hell #with ,life iznt pleasing others😕nn hell,0
908,@FoxNews Yeah we're also experiencing terrorist attacks by Islam and #BlackLivesMatter at an alarming rate.,foxnews yeah also experiencing terrorist attacks islam blacklivesmatter alarming rate,0
909,@GrimsToyShow grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would delete,grimstoyshow grim fuck going dame fucking clowns takeing gameing channel way nj would delete,0
910,"@tcarrels  \nSo when exactly did you lose your mind, pal? \n #Trump #fraud #misogynist #liar #psychopath #narcissist  #conartist",tcarrels nso exactly lose mind pal n trump fraud misogynist liar psychopath narcissist conaist,0
911,"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! #fuming",dont join btcare put phone talk rude taking money acc willynilly fuming,0
912,Wanted to get him a cake with sparkling candles but he doesn't like cake😒😒. Ruins everything,wanted get cake sparkling candles doesnt like cake😒😒 ruins everything,0
913,"@Mc_Cabe_Conor This is it. The complete illiteracy around the role, nature and extent of British agents is shocking.",mccabeconor complete illiteracy around role nature extent british agents shocking,0
914,@YahooCare data stolen in 2014 and only now do you tell us .,yahoocare data stolen 2014 tell us,0
915,@majesticmata didn't even realise you used that insult it was that shit mate,majesticmata didnt even realise used insult shit mate,0
916,I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete.. #terrible,dont know wifiisp riveide suites seaside oregon uses 53ms ping best get dl test wont complete terrible,0
917,A wise man told me that holdin' a grudge is like\nLetting somebody just live inside of your head rent free,wise man told holdin grudge likenletting somebody live inside head rent free,0
918,How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. ,suppose work wtf dude thanks pissing,0
919,dread pitt,dread pitt,0
920,Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...,inpouring letter dying subsist checking quaint viuoso ways toward fine huff l,0
921,Shoutout to @VZWSupport for ruining my iPhone 7 order!! ,shoutout vzwsuppo ruining iphone 7 order,0
922,I am their fury. I am their patience. I am a conversation.,fury patience conversation,0
923,I hate freaking out and ruining things. #anxiety,hate freaking ruining things anxiety,0
924,I'm tired of everybody telling me to chill out and everythings ok. no the fuck its not. I'm tired of faking a a fucking smile,im tired everybody telling chill everythings ok fuck im tired faking fucking smile,0
925,Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods,im serious putting words mouth bitch dont add sentence didnt say shit bloods,0
926,Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,someone make priority list things outraged order outrage racism animalrights aboion cops,0
927,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage,ooooooooh god uuuugggghhhhhhhhh rage,0
928,"With that draw, the scum must be rubbing their hands with glee! Typical draw for the Woolwich lot!!! #jammygunnerscum",draw scum must rubbing hands glee typical draw woolwich lot jammygunnerscum,0
929,So about 18mths ago i signed up to @Lumo_Energy for their @VirginAustralia / Velocity FF deal. 18 months in still no FF points #shocking,18mths ago signed lumoenergy virginaustralia velocity ff deal 18 months still ff points shocking,0
930,Skipping meals is the national way of showing #disappointment and #anger. #wiz,skipping meals national way showing disappointment anger wiz,0
931,Just saw lil homie @NICKMERCS rage on cam.  Weren't roids a thing in the late 90's or has it come back? I'm lost...,saw lil homie nickmercs rage cam werent roids thing late 90s come back im lost,0
932,#Drunk people annoy me when I'm #sober lol. | #fact #TeamFollowBack #RockTheReTweet,drunk people annoy im sober lol fact teamfollowback rocktheretweet,0
933,Realizing that holding a grudge for long is immaturity is wisdom,realizing holding grudge long immaturity wisdom,0
934,@clppng #offended the tonys have found a way to leave me out and now y'all have too,clppng offended tonys found way leave yall,0
