,Tweet,emotion,clean tweets
3756,Another day Another flight 🙈  I swear my last ever @easyjet flight!!!! You take the LOVE out of flying #easyjet  #alwaysdelayed,1,another day another flight 🙈 swear last ever easyjet flight take love flying easyjet alwaysdelayed
3757,"@stevierayrob Can Elliot Friedman please stop talking, you are clueless. You haven't seen the ball since the kickoff. #mope",1,stevierayrob elliot friedman please stop talking clueless havent seen ball since kickoff mope
3758,Like he really just fucking asked me that. ,1,like really fucking asked
3759,#WTF @NYSCHereToHelp @NYSC allows #gym #bully #atmosphere! #jumpship #nasty #atmosphere #unprofessional,1,wtf nyscheretohelp nysc allows gym bully atmosphere jumpship nasty atmosphere unprofessional
3760,@dish_answers I've contacted @dish @dish_answers  #service #whathappenedtocustomerservice,1,dishanswers ive contacted dish dishanswers service whathappenedtocustomerservice
3761,@knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging. #unhappy #scam,1,knology providing customers wequipment doesnt deliver speeds internet services charging unhappy scam
3762,@bt_uk broadband is shocking regretting signing up now  #shouldofgonewithvirgin,1,btuk broadband shocking regretting signing shouldofgonewithvirgin
3763,I can see how this will end\nIn all its bitter tragedy\nI'll give you all I have to spend\nAnd you'll give nothing back to me,1,see endnin bitter tragedynill give spendnand youll give nothing back
3764,"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep ",1,2016 black people still fighting recognized human beings cantsleep
3765,"Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus? #angryman ",1,ding wearing look man whos found arch enemy bed missus angryman
3766,Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad ,1,oh get see texastech playing tonight texans tnf texansarebad
3767,PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story. #shocking #CharlotteProtest #CharlotteRiot,1,pastor 15 feet away shooting victim protest says skeptical official story shocking charlotteprotest charlotteriot
3768,"you make my heart shake, bend and break.'",1,make hea shake bend break
3769,@EmotionalLimine you're sadly mistaken if you think I'd make a tweet for an isolated comment by a random twitter user.,1,emotionallimine youre sadly mistaken think id make tweet isolated comment random twitter user
3770,These mets know how to give someone anxiety #mets #lgm #anxiety @mets,1,mets know give someone anxiety mets lgm anxiety mets
3771,Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.,1,offended lies alexandria goddard doesnt mean im derics friend anything else purely fishin expedition
3772,@Kim_is__bored exactly what I have been saying on fb.. ,1,kimisbored exactly saying fb
3773,"@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --",1,sapientsoldier timid determined version rabid beasts beyond land growling beneath restrained breath rip
3774,@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump  #scifi #ccot #p2,1,stephenkingnnstephen king never spoke left crushes freespeech publishing worldnn trump scifi ccot p2
3775,"@CGasparino Give it up Gas, I don't hate u, I just don't respect ur rudeness. ",1,cgasparino give gas dont hate u dont respect ur rudeness
3776,Today has dragged on #restless,1,today dragged restless
3777,Yay bmth canceled Melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm #sad ,1,yay bmth canceled melbourne show fanfuckingtastic lost days pay hotel fees happy atm sad
3778,@ReserveHinata tend to them he's going to get infections. \n\nHe's frowning and looking down as he does this. \nIt must hurt damn.],1,reservehinata tend hes going get infections nnhes frowning looking nit must hu damn
3779,"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare",1,jkrowling never thought angry oompa loompa would bogga bogga presidenttrump nightmare
3780,All hell is breaking loose in Charlotte. #CharlotteProtest  #looting,1,hell breaking loose charlotte charlotteprotest looting
3781,"@JBoughton93 he might donate the money but it won't stop shit, pessimist",1,jboughton93 might donate money wont stop shit pessimist
3782,I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn ,1,im block everyone everywhere posting storm think everyone aware damn rain quit damn
3783,"every time a new Anthony Weiner revelation breaks, Bill Clinton says a prayer of thanks that texting/DMing didn't exist in his heyday.",1,every time new anthony weiner revelation breaks bill clinton says prayer thanks textingdming didnt exist heyday
3784,After what just happened. In need to smoke. #burning,1,happened need smoke burning
3785,@katlute which one....the one where u threaten violence? Or the phedophiliac u support?  Or the constitution violations he proposes?,1,katlute onethe one u threaten violence phedophiliac u suppo constitution violations proposes
3786,"The animosity toward Hillary comes from conspiracy theories and perception, the animosity toward Trump is based on what he says and does.",1,animosity toward hillary comes conspiracy theories perception animosity toward trump based says
3787,"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work #furious #hangry #day5",1,fuck supposed lunch dinner money im work furious hangry day5
3788,@judy_that Im honestly offended,1,judythat im honestly offended
3789,I am going to make it my life's mission to discourage anyone from using @CapitalOne. They will rob you blind,1,going make lifes mission discourage anyone using capitalone rob blind
3790,@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.),1,ninjaworrier alizimmer mpattison long ago shudder think
3791,"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. ",1,ggreenwald smh remove ideologically bankrupt oppounistic establishment theyre burning bridges social contracts
3792,@atheist_taco @DrJillStein :^) well cucks among her ranks agree equally about their outrage of black youths shot and harambe.,1,atheisttaco drjillstein well cucks among ranks agree equally outrage black youths shot harambe
3793,@MarkTOByrne I offered @WholeFoods @amazon @CheapAir gold or silver but they said Nah... #bitcoin ,1,marktobyrne offered wholefoods amazon cheapair gold silver said nah bitcoin
3794,@abbeygray14 they're revolting,1,abbeygray14 theyre revolting
3795,I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :'),1,dark room 58 minutes failed every time tried developing photo im frustrated
3796,@omgitsbrittanyy @WittLowry u probably irritate the shit out of him always talking to him. He could probably give 2 shits about u lol 🖕🏻,1,omgitsbrittanyy wittlowry u probably irritate shit always talking could probably give 2 shits u lol 🖕🏻
3797,"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans ",1,texans played horrible bad play calling bad protection ball bad coaching bad defense bad overall performance texans
3798,Henderson showing that when times are hard he leaves or goes missing #AFLCatsSwans #seenitbefore #lions #blues,1,henderson showing times hard leaves goes missing aflcatsswans seenitbefore lions blues
3799,Bloody parking ticket 😒💸 ,1,bloody parking ticket 😒💸
3800,@virginmedia shocking service for your call centre staff this evening. Transfer me and cut me off after waiting forever to speak to someone.,1,virginmedia shocking service call centre staff evening transfer cut waiting forever speak someone
3801,"Shame on you @SkyNews showing an elephant being hunted and killed, #shocking",1,shame skynews showing elephant hunted killed shocking
3802,The pine colada starburst nasty. Don't @ me,1,pine colada starburst nasty dont
3803,"@TheSummerIsHere Your ass looks horrible! Oh, is that your face?",1,thesummerishere ass looks horrible oh face
3804,very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now #rage,1,little frustrates much misplacing something looking keys 2 hours rage
3805,@Who_JN I've been having a quad shot every day and can sleep right after... it's time to detox 😅 I get raging migraines without coffee :/,1,whojn ive quad shot every day sleep right time detox 😅 get raging migraines without coffee
3806,am actual stranded at ma dad's maself n the fuckin fire alarm went off n a dunno if it's just for his gaff or the whole building :),1,actual stranded dads maself n fuckin fire alarm went n dunno gaff whole building
3807,@HillaryClinton It's your party that has divided this nation.  You inflame the minority population as well as pander.  You are a disgrace.,1,hillaryclinton pay divided nation inflame minority population well pander disgrace
3808,It's really sad when you can't order goods from china and the likes because of Internet fraudsters... What's this government really doing.,1,really sad cant order goods china likes internet fraudsters whats government really
3809,Another loss to city in the cup next 🙈 😂😂 cmon united! #revenge,1,another loss city cup next 🙈 😂😂 cmon united revenge
3810,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad,1,mchorsefayse bockaguyjim generalgoodsman nevernotdavid owned losers twitter sad
